key,tweets,gt_type,pred_type
12517,الله يعطييه الموووت ياربي الله يخد فيه الحق لا حولة ولا قوة الا بالله,0,1
12518,بلاد الظلم ماكاين لا حماية اجتماعية لا قانون لا دولة القوي ياكل الضعيف وكيت لي جات فيه الفقر والجهل والاستغلال مبقا ما يتقال,0,0
12519,براكا ماتديرو من الزوامل نجوم بهدلتونا,0,0
12520,و لكن نقال,0,1
12521,باقا فيا بففف والله مسكين مرض حيت قتلو ليه باباه قدامو و ختو نتحارات و عاش ف زنقة مشاكيل مرضوه و صنعو فيه الأنفصام شخصية ومغاربة كيعيرو و مفاهمين والو,0,0
12522,sah sah 3ib 3ar jibo hado hada mrid adwah lapital machi,0,0
12523,dz am hna wla ni wahdi,0,0
12524,m9owed,1,0
12525,ياااااربي احن عليها فهاد الليلة دالجمعة,0,1
12526,hhhhhhhhhh 3lama ضروري الجزء 3,1,0
12527,rapppppppp,1,1
12528,الحلقة زوينة بزاف اخويا جمال ملي جبتي مرتك الله يكمل عليكم بالخير,1,1
12529,مسكين هاد الراجل بقا فيا,0,0
12530,7ibito keep up lbenj ur on the right path,1,1
12531,we removed your instagram,1,0
12532,عجز للسان عن الكلام رحمها الله وأسكنها فسيح جناته والله يشافي أمها إن لله وإن إليه راجعون,0,1
12533,hhhhh kanhna9 3liiikooom anaa,1,0
12534,ياربي تلطف بالعبااد حسبي الله ونعم الوكيل,0,0
12535,بدناااا جزء الرابع بلييييز يلي بدو الجزء الرابع لااايك,1,0
12536,أخطر واحد فالبودكاست او نتهى الكلام,1,1
12537,nta kayn,1,0
12538,bravo,1,1
12539,تبهديل والفضائح وتجيب البنات يكملو عليك وزيد يوتيوب والله يا حاج مطيح قمتك راجل وتموت راجل لاحول ولا قوة الا بالله,0,0
12540,مالك أش ضك أزمل لشويخ الله ينزل عايك لغضب,0,0
12541,khot topp,1,1
12542,والله تا بزاف ههههههههه سخفت من ضحك بالخصوص ديال لاصير هههههههه برافو رجاء جمعتي gااع لمقالب لي دار ليييك فمقلب واحد,1,1
12543,لهبال فيه أفيه,0,0
12544,عمر و هو معصب يهبل,1,0
12545,الإنسان ائع,0,1
12546,عدلان الجزء الرابع عافاك,0,0
12547,تبارك الله على أدومة,1,1
12548,13 02 wtf,0,0
12549,nry wlh hta bkwni,0,0
12550,لاحول ولاقوة الا بالله العلي العظيم هدا هو السباب بزااااف بحال هاد البنية مساكن ماتيقدروش يعود المشاكيلهوم نصيحة مني الي وقع ليها شي مشكيل ماتسكتش توقف كلشي تم تم وتعود الي قريب ليها الله بفرجها عليكوم ابراڤو عليك ملي ماطيحتيش داك اتيلال ختي الله يعوض ليكوم بماحسن,0,0
12551,مي اختنا راكي كبيرا نورمالمو متروحيش معاه للداار مي سلطه تع المغرب وين راكم,0,0
12552,سوي جزئ رابع,1,0
12553,كبوووور,1,0
12554,1m,1,
12555,بقيتي فيا احبيبتي كون كنت حديا لقسم الله نفرقو مع ختي بغيت ربي يقهرو الله يعطيه مصيبة بقيتو فيا والله,0,0
12556,la 7awla wella qoweta illa billeh ya rabi,0,1
12557,و المغاربة مالكم لي جا عاود شي حاجة تيقوه فيقو و عيقو راه كولشي كدوب فكدوب كيديرو هكا باش يديرو بوز,0,0
12558,الله يعطي لدنيا وحسوس شي تقطيعة لداك اللسان بقا فيا باباها,0,0
12559,ربي يفرج عليهم راهم كي حلتنا طيحتلي دمعة,0,0
12560,hhhhh 7echouma 3lik lah ikhelikoum be3ediatekoum kaneberikoum,1,0
12561,هو راه البيغ الي كلاشا لول ماشي ديزي نتا غار كتخربق بحال لا ديري هو الي معدي,0,0
12562,كما تدين تدان غادي تجي في ختو ولا بنتو غادي تتناك عليه هكا ختي ماتبكيش راهم رجال دليرين كما هكا كلهم عطاين ربي يهنيك ولله مسكينة نية ياربك مجتمع مايرحمش كون جيت عايشة فل مغرب كون جيت عندك ماتبكيش ختي لله لاتربحو نقش هذي طيز مو,0,0
12563,لاحول ولا قوة إلا بالله العلي العظيم اش هادشي لي ولينا عايشين فيه واش باصح كاع المغاربة مسلمين واش هاد المهزالة لاحول ولا قوة إلا بالله العلي العظيم وصافي معندي منقول منغير الله يشافيه ويهديه ويرجع ليه عقلو لي مشا ليه,0,0
12564,من احسن الاغاني عند البنج,1,1
12565,سوي لجزء الرابع,0,1
12566,ديري جزء ربع و مبروك,0,1
12567,خوت طلعو لسيد يوصل لمليون حشومة والله كتطلعو تفاهة لي كيبغيه يبان حديا,0,0
12568,شحال كنكره رجل ضعيف شخصية راكي طحتي غير في شماتة لا تسحباكش رجال بحال هدا كون كان راجل ميكون تبعك وفمو محلول بحال لبهيمة,0,0
12569,tfo 3la blad dzbl,0,0
12570,ahsan haja hiya tedhak tekhser bzf,1,0
12571,harikasınız,1,1
12572,لاحول ولاقوة الا بالله اللهم اهدي بناتنا وابناءنا سير داوي بنتك الله يشافيها مسكينة والله يكون معك اشىريف,0,0
12573,حلقة استثنائية شحال مضحكت هاكا ههههه تحية لك خويا جمال,1,1
12574,الجزء الرابع,0,0
12575,عندو ما يقول,1,0
12576,لو داك القاتل كيشوف هاد الفيديو مثلا باش غيكون كيحس دابا حق ديك البنت مخص بضيع خصهم اطالبو بإعادة فتح القضية,0,0
12577,ana mafhemtch pk bnat hmarat wech rajel iji ikhtab wela tlawe7 teb3o ldar houwa ijib walidih machi nti temchi rabi ikhalso nti rabi ifarajha 3lik khti netmena had video ikoun dars lbnat dak lmalayka ma 3andou denb,0,0
12578,لله ي ختي قطعتي ليا قلبي ٠,0,0
12579,السلام عليكم هل لانني اقرا القران لااحد يشترك معي,0,1
12580,انا بعدا كنحبكم,1,1
12581,عفاااااااااااااااااااااااااااااااااك بغينيا الجزء الرابع,0,1
12582,toooooooooooooooooop,1,1
12583,lbenj chi haja bazaaaf,1,0
12584,irhamo man fi ard yarhamokom man fi samae mskina allah ychouf mnhalha ya rabi tfaraj 3liha,0,1
12585,بليز عمر سوي جزء 3 بليز,0,0
12586,من نيتكم تمشيو مع واحد لداااار كيفااااش ايشوفووووك واليديااااا واش من نيتكم راه لي بغاااااكم ايجي لدااااااركم من لخر,0,0
12587,radwan bravooo,1,1
12588,الله ينعل بوه لكلب حيواان,0,0
12589,lah m3ak akhty 9t3ty liya 9lbi wlah,0,1
12590,لا أحد يدعم أهل القرآن الكريم,1,0
12591,ربي معاك بنتي,0,1
12592,مرحبا ممكن نتبادل الاشتراك لو سمحت,1,0
12593,نحن إخوة ويتامى ونحتاج دعمكم في القناة أنا و أخي لكي نتعاونو ديرو أبوني لايرحم ليكم الوالدين,0,1
12594,بالصحة الضحك سي الرمضاني المحترم وبارك الله في السي رضوان بن عبد السلام,1,1
12595,khouy malek 3ela hadchi gha tebourich akhouy ou lah li metaf9 yeban 7edaya,0,0
12596,جايا كنجري من القسم انا و صاحبتي هههه,1,1
12597,عمل جزا ربع,1,0
12598,أكبر تحية الأم ديالها حيت مالحتش بنتها أو وقفات معاها أنا بغيت ربي يفاجيييها عليهممم ياربي عفاككمممم لي عندو باش يعاون يعاونهم الله يسهل عليكممم فينكممم أ ناس لي كيوجدو لعرس إكشوان وقفو مع هادي حتى هي الله يحن عليكممم دارني خطري والله لفيديو عودتو كثر من 8 لمرات فينما نشووف الأم ديالها دموع كينزلووو,0,1
12599,سلام,0,1
12600,rak dima topppppp,1,1
12601,hhhhhhhhh saha lik hhhhhhhhh 77,0,1
12602,صراحة حشومة هاد رمضان تحطو هاد الاشكال دون المستوى اتقاو الله,0,0
12603,واش هاظ شوف تيفي تتجيب لينا غير الفضائح الله يفضحها ويفضح القائمين عليها دنيا وأخرة او هاد نهار الجمعة من نهار جات هاد القناة ديال الزبل وشعب مفضوح او علمت الناس سعاية وعدم الحياء الناس قبل متبان هاد قناة الويل كان عندهوم شوية ديال لحياء دابا كولشي وجهوا صحيح او شي طالع يسعى او كولنا تنسعاو الله او شي تيتكلم على الفساد كولشي بغا يبيع وجهوا فهاد لبلاد لي معندها مصالح إجتماعية تصلح هاد الامور او متخليش هاد القوادة ديال هاد القناة ينشروا وسخنا فالعالم وسيروا يالقائمين على هاد القناة الله يعطي لباباكم فضيحة فوليداتكوم كي تتفضحوا فولاد الناس او كولشي بغا ينشر غسيلوا لموسخ فالاعلام او كون كان غير شي حاجة تتحمر لوجه هادشي لتتعلموا الجيل الصاعد يبدا حياتوا بسعاية والوجه المكشوف الله يكشف عليكم ستر الله,0,0
12604,ربي يخليكم لبعضاكم ثنائي ماشاء الله,1,1
12605,يارب أتوسل إليك باسمك الأعظم أن ترزق اليد التي إشتركت في هاته القناة فرحة يسجد لها باكيا ورزقا وافرا امي رائعة في تمتيل تستحق مشاهدة,0,1
12606,مت ضحك,1,0
12607,وهي علاه راحت معه لدار انا و حزنت عليها,0,0
12608,3ajaza lisan 3ani lkalam,0,0
12609,ياربي تاخد لحق فيه مسكينة باقة صغيرة,0,1
12610,مع انها لا جمال لا اخلاق لا صوت لا حشمة تفو عليكم بجوج,0,0
12611,جزء4,1,0
12612,tkhrbi9 na999sssssssss,0,0
12613,khouya botato nadia,1,0
12614,علاااااااااااااش تمشي معاه اصلا تيقة مبقاتش,0,0
12615,اهلين مختاجة اكمل الشروط المطلوبة زورو قناتي واذا عجبكم المحتوى لا تتجاهلوني بلايك واشتراك الله ينوركم يا رب,0,1
12616,wlhta bkiiiiit bdehk surtout la9ta dial berma,1,0
12617,ayama 3lach maskiina haka wlh rabiii wkiilo hada li darlha haka maskiiina,0,0
12618,la3 ihafik katb9a fia,0,0
12619,مسكين مشي لخاطرو الله اشفيه,0,0
12620,اه قطعتيلي قلبي ربي يكون في عونك وحسبي الله ونعم الوكيل في كل واحد كان سبب في تعاستك اختك من الجزائر,0,0
12621,لا لا ساليتي معايا,1,0
12622,لموت تدحوكات أنا مت,1,0
12623,تبارك الله عليك,1,1
12624,احسن واحد و الله الله يكثر من مثالو,1,1
12625,فين هاد غبوور با خالد,1,0
12626,أنا فتى كفيف أعطاني الله صوت جميل جدا دخلوا وشوفوا أيلى كنت كانستاهل ادعموني,0,1
12627,هاد المسكين متعاونوش معاه رآه مسكين خدام فباركينغ أو درت قناة حطيت تلاتة فيديوهات انا موهبة طربية أطلسية في غناء عندي 11 مشترك بغيت غا تدعموهي غا بالاشتراك صاف الله اخلي ليكون ما عزيز عليكوم يا ربي ربي عفاكم راني يتيم الأب عفاكوم رآه ملقيت لي عاوني باش نبان موهبتي الله ارحم والدين تعاونوا معايا درت القناة باش نتعرف او تعرف موهبتي مبغيتش نديعها تعاونوا معايا,0,0
12628,كنتمنى من السيد الحموشي والناس المكلفين بهاد القضايا يعاودو يفتحو الملف ويقلبو على المجرم مابغيتش هاديك الام تموت وتدي معاها الغصة لقبرها بغيتها تمشي عند الله مرتاحة بلي بنتها خدات حقها فدنيا الله ياخد حقها وحق بنتها من داك المجرم الكافر لي قلب ليهم حياتهم وتعدا على بنية فزهرة العمر لا حول ولا قوة الا بالله,0,0
12629,لا حول و لا قوة الا بالله,0,0
12630,wiliiii wiiiliiii tiyratniiiy bent lham hhhhh wli 3la sout bobriiiisa,1,0
12631,اعلام فاشل,0,0
12632,3afak jozeeeeeee 4 pliiiz,1,1
12633,slm 3chrani ana 1 man motatabi3inkom bghitkom ila t9adro diro che vedio 3la ihsas donia,1,1
12634,ههه نتا و البيغ عندكم بزاف نقط مشتركة منها ديك صلعة,1,0
12635,anari 3la 39l sghre msakn lay frjha 3likom w3lina w3la aywahd mdyoum rjal lbar charbin 39lhom taymchiw idhko 3la bnyat sghar ma3ndhom 39l machi dnbk ahbiba lay dir lik chitawil dyal lkhir wmskina dik lmima mhna m3ak lah yarbi,0,0
12636,تفووووو عليك ا شوهة كنكرهك,0,0
12637,ههههههه لا حول ولا قوة الا با الله ضحكت من قلبي,1,1
12638,صاحبي حياتي بحال شي فلم,0,1
12639,كلشي واعر إلا سلوى زوبير,0,0
12640,ماشاء الله مراتك كتحمق الله يخليكم لبعض,1,0
12641,رجاء وعمار أحبكم كتيرا استمرو في هذه المقالب انا حفصة السبحي شكرا كتيرا,1,1
12642,kanxmik atobi,1,0
12643,6 43 طيرني هنا قاليك وهاداك حسوس هههههه وا طلعات ليه مسكين السكر حشومة كاع اوو,0,0
12644,بقا فيا حال أسئلة جد سهلة,0,1
12645,lbartuoch,1,0
12646,nari 3omar 5atar walakin hram 3lik drti had chi kamel rajae,0,0
12647,خصنا نحيدو أبوني لهاد لقناة لي متفق معايا يدير جيم باش توصل لاكبر عدد ممكن لا اشوف تيفي,0,0
12648,شوف tv مستوى زيرووووو نتوما لى كاديرو شان لهاد النوع,0,0
12649,hada lbnj likan3raf steyl m9awed,1,0
12650,إلا جات عينيك فهاد الكومونطير و درتي أبوني الله يخلي ليك الوالدة ديالك ويفرحك,1,1
12651,ياربي تلطف بالعبااد حسبي الله ونعم الوكيل,0,0
12652,تطوان,1,1
12653,importe quoi dye3t une heure de ma vie,0,0
12654,لاحول ولا قوة إلا بالله,0,1
12655,خوتي الله يرحم ليكوم الوالدين تفاعلو معايا aboner stayhome stayhome stayhome stayhome stayhome stayhome stayhome stayhome,1,1
12656,شكون كيتفرج فيها دجنبر 2018 احسن حلقة دازت في هذا البرنامج عاودتها 5 مرات,1,1
12657,ah bghinaa tiktokat nta3kom,1,1
12658,tboricha,1,1
12659,ولله الحمد أنا فتى كفيف أعطاني الله صوت جميل جدا الله يفرج همومك يلي تدعمني باشتراك,0,1
12660,yamat kan lbenj me9awed,0,0
12661,تحيا ليك من مدينة اسفي المغرب,1,1
12662,lala bzef tyrtini askowza,1,0
12663,تباركله عليك,1,1
12664,احسن فيديو اجمال فالقناة,1,1
12665,lah ykon f3onk a5ti rajaa ana kon kan 3ndi xi a5 kaydil bhal hakda an9tlo hhhhhhhhh,1,0
12666,lah yakhos fih l7aa9 yaarbi,0,0
12667,winak winak chhal zwinin lah yhjbkoum yarbi,1,1
12668,الله ارحمهما قصة حزينا جيدا الله اياخذ فيه الحق يوماما اعود الجريمة ويقبضو عليه,0,0
12669,بصحتكم تدخل عليكم داركم جديدة بالرزق والصحة والهنا تستهلو كل خير بقات بلاصتكم فطنجة,0,1
12670,لا بزاااف,1,0
12671,بغيت يدك ليشادة تيلفون تسيفط الواليديك القبر النبي إلى مدخل دعموني فالقناة فضلا وليس الأمرا,1,0
12672,الله يستر مابقا مايعجب,0,0
12673,افضل فيديوووو,1,1
12674,hhh jit nfakrek yamat l3eez,1,1
12675,أحسنه حلق شوفته,1,1
12676,ممكن تدعموني وتشتركو بقناتي وعندي محتوى حلو,1,1
12677,ناري فقصني كيفاش كيدوي معاها حسيتها غتقوليه ترجل معانا اخويا,0,0
12678,نتا و سوينغا و شي شويا من احسن الامتال لي من الشباب المغربي لي عطاو الاضافة برافو فيديو عميق الخلفية دويلو شبعانا معاني,1,1
12679,علاش حنا صحابات الميناج مكتعطيوناش قيمة ومكتبغيوش تعاونونا كنضرب غير جفاف فالديور وكارين تعاونو معايا بأبوني لقناتي نكمل شروط باش نعاون والدية عافاكم,0,0
12680,walah akhouya ila lah i3tik saha kadhakna b3da 3wachrk mnroka,1,1
12681,حراااام عليييك يارجووووتا,0,0
12682,lbenj top rap maroc,1,1
12683,الجزء رابع,0,0
12684,شتراك,0,0
12685,un bag de diamo et 1 milio doro,1,0
12686,مسكينة صغيرة ربي معاك,0,0
12687,انتي اختي الله ايصبرك,0,0
12688,part 2,1,1
12689,مسكين حسن عوانك,0,0
12690,plzzz abonnés ma chaîne,1,0
12691,هه احسن حلقة,1,1
12692,choha,0,0
12693,مساخيط نتوما,1,0
12694,omar 7shouma 3lik,1,0
12695,بليييز عمل الجزء الرابع,0,0
12696,الله يخليهالك مراتك والله ضحكتيني فيديوهاتك وااعريبن,1,1
12697,hme9 olah ila khrjti liha l39l,1,0
12698,مسكينة بقات في الأم الله اللي عالم بحالها الموت مصيبة ولكن موت الأبناء أكبر من المصيبة,0,0
12699,قطعتى قلبى اختى وانتى تتحدثين انضر الى ملامح وجهك واجد الصدق والالم فى تعابير وجهك انتى ضحيه ام الله يهديها ولكن لا تفقدى الامل مازل يوجد ناس طيبين رسالتى الى الام ديالك واتمنى ان تقرا ما اكتب بنتك انتى سبب كل اللى مرت بيه ولا تتهربى من هذه الحقيقه اتمنى انك تصححى الخطا الكبير الذى فعلته وان تضمى ابنتك الى حضنك علاش الغريب يحن وانتى كاينه لما جعلتى ابنتك تمر بكل هذا الالم اويها الى حضنك ورحميها من ذل السؤال اه من قلب لا يرحم اه من قلب لا يحن قلوب اصبحت حجر نفسى اساعدك يا اختى ولكن الضروف صعبه يارب ارحمها يارب يارب ارحمها يارب يارب ارحمها,0,0
12700,track shaakhd,1,0
12701,هاد الزمر متبقوش تجيبوههووم هادو مخصكش حتا تحسبوم كاينين اصلا عيقتو حتا شي صحافيين مكجبوهوم غير نتوما كتجشعو على قوم لوط يزيد يدزاد,0,0
12702,مفهمش الديسك,0,0
12703,بقاااااات فيا مسكينة,0,0
12704,ويارب وان كان سحرا فابطله,0,0
12705,تباادل الإشتراااك,1,0
12706,je adore,1,1
12707,respect,1,1
12708,hamda bzaf kfach z3ma ladina,0,0
12709,ياخويا منيييمتا وحنا كانتسنااو غير غفلت وهو يتلااح,0,0
12710,حلقة واااعرة بالروووجوولة,1,0
12711,بكثرة ما كنتفرج فيك وتنسمع الجرائم وليت كنعس الليل كامل فليكوشمار معرفتش واش غير بوحدي ولا كاين لي بحالي المشكل انت إدمان,0,0
12712,بقا صور معا مراتك,1,0
12713,oooooo mskine b9a fiya walhe lahe ychafihe lahe ychafihe b3do mnhade syde braka rilifihe rahe hzine,0,1
12714,السلام عليكم خوتي عاونونا بإشتراككم فالقناة قريبا إنشاء الله انبدا فنشر المحتوى ديالي ولي هو محتوي نقي وشكرا عاونونا بغيت ربي يفرحكم مافيها والو إلا فرحتوني حتا أنا جزاكم الله خيرا,1,1
12715,البنج بدا كيغني الراب وبعد من الرايب,1,0
12716,لاحولة ولا قوة الا بالله مسكينة الله يرحمها حق عند الله,0,0
12717,احساس,1,1
12718,bekiiitini khti laah chof men 7alek ya rbiii fga3 bnat li bhalek,0,0
12719,بغينا الأجزاء بزيادة 2 3 4 5 6,1,0
12720,hhhh lz3faan ichof alfaa mrc,1,0
12721,maskina malha alah yisbarha,0,0
12722,ههههههههه,1,1
12723,a7san video ghadi nchoufo youtube brojola,1,1
12724,ça fait mal maejbnich lhal,0,0
12725,اجمل فديواات,1,1
12726,مسكينة بقات فيا مها مسكينة مقدراتش تصبر عليها,0,0
12727,هههههههههه الهربة طيرتوني,1,0
12728,طوووب ماشاء الله علييك مكرهتش انني نكوون وحدة من تلاميذ ديالك او الله يوفقك,1,1
12729,عمر بلييز بغينا الجزء الرابع,0,0
12730,الطيحه قتلتني,1,0
12731,plz ljoz2 4,0,4
12732,لا غا گوولها الأرضية اللي فباريس أولا فأوروبا عامة ماشي هي الأرضية ديالنا و ماشي هي الشوارع ديالنا أفرق كبييير بين السما و الأرض الإستعمار أرحم من هاد الحكام اللي شادينا,0,0
12733,mais 3lach mchito 3ando hbiba chofi ki raditi mamak fin chiti mra tamchi 3and rajal bach ichofoha lwalidin rabi iahdik sabar mimtak,0,0
12734,بغينا الجزء الرابع pliiiiiiîiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiz,0,1
12735,عندي أقرف أخ ولله حتا من كسوة حكمني فيها سعداتكم لله يخليكم مجموعين أو فرحانين,0,0
12736,ام,0,0
12737,هادي تجربتي كاع ماتفرحك الطولة والتجريدة راه ماتاتنفع فوالو,0,0
12738,si hiya ghaltat olghalat kiw9a3 الاعتراف بالذنب فضيلة lah yakhud fih ha9 olah ychuf mn halhum oy3awnhum oyw9af m3ahum oyakfii mn anakum tb9aw thutu luma a3la bant rah tawhda mabghat tkun dahiya ola tkun haka rah taych omuraha9a ostaghal sadaja dylha rah hada lighyhder rah 3ndu bntu ola khtu ola mamah omayb9ach yhal famu bzf hit لتعجب يتبلى baraka mn ahkam musba9a 3wnuha olim3ndu bach y3awn y3awn blsanu ygul khyr ola yskut oyd3i liha bfaraj yarbi,0,0
12739,waw nice broo,1,1
12740,1m kmelat tubiiii,1,1
12741,gha lbrhoush ly mtl3houm,0,0
12742,magnifique bravo,1,1
12743,بقات فيا هاد البنت بكاتني صراحة الله ياخد ألحق فلي كان سباب,0,0
12744,spécial,1,1
12745,حتا أنا شدوني على الورقة ولكن ماشي الورقة و على الورقة ديال النيبرو,1,0
12746,ach had tbata ach had rzaana ach had lklam lmozoune liiike shaaare men andi,1,0
12747,wld nasse trab rjal,1,0
12748,wwwwwwwwwwwhhhh bro tkiiiiiiiii bro flahza9,1,0
12749,li wld arfoud iban hnaa,1,0
12750,الحكام الخويا دايما الصغار خاصهوم خدموا على الكفار,0,0
12751,السيد الخراز نريد منك حلقة حول شخص مواطن بريء ما حاول التدخل بحسن نية لمحاصرة مجرم ما و لكن تسبب في موت المجرم و تحدث لنا عن مصيره المحزن,0,1
12752,لبنج الواقع,0,1
12753,من افضل الحلاقات ديوال تضحك تخسر,1,1
12754,tlagiiiito wlh lah ykhalikom lb3diyatkom,1,0
12755,جزء الرابع ولكن هذه المرة رجاء,1,0
12756,قطعتلي قلبي والله يلي يقتي فيا الله يسهل عليك وأنا حمل وكندعي معاك من قلبي,0,0
12757,مسكين والله يا ربي تعفو عليه,0,0
12758,يا ربي مسكينة ربي يخليكم عاونوها يا مغاربة عاونوعها حرام عليكم انا من جزائر معندي مندير غير ندعيلها مسكينة حسبي الله ونعم الوكيل ربي يجبهالو في صحتو,0,0
12759,hantouma m3anaaa,1,1
12760,wallah kat3oni kalbi masakin,0,0
12761,hhhhhh hal9a loubna abidar ma 3andhach 5k dislike,1,0
12762,haja wahda li machfnach mankom kat hawiha diro lflos bzaaaid flyoutub,1,
12763,لي عصبو داك المقدم يحط لايك,0,0
12764,بدنا الجزء الرابع,1,0
12765,العداب لا اله الا الله محمد رسول فينكم الصحافة حضين غير اكشوان انتبهو الناس المجروحة الفقيرة لي مبيدها حيلة أبعاد الله بلاد الحقارة والظلم ناس كتموت وهي حية اغتصاب كريساج العداب الكحل اتقاو الله,0,0
12766,أويلي شعرو حسن من شعري,0,1
12767,واهي ناري قتلتني بضحك انا عاد ولدت بي عملية وقفت صوة بش نكمل فديو مقدرش نصبر مقدرش نضحك انه عندي غراز اش بغتي فيا متوقعتهاش منك ديال تحيد شعر اصعب لحظة,0,1
12768,nishe,1,0
12769,وقف وقف بغيت ربي يسعدك ويحفظك من كل شر ويطول في عمر والديك إلى فرحيتيني بأبوني فضلا منكم,0,1
12770,ادوما اووووف منك البسيسل اشرشبيل,1,1
12771,ربي يكون معاك,0,1
12772,واش انا بوحدي لي معندي حتى شي اهتمام بهاذ القضية صدعتوني كوبل عادي لاش هاد حيحة كلها,0,0
12773,عمر بدنا الجزء الرابع ارجوك,1,0
12774,الله يبارك فيك نتا و مرتك,1,0
12775,wtf bzzzzzaf,1,0
12776,ادومة بقااااا فيا,0,1
12777,علاش كاتيقو وكاتمشيو برجليكوم علااااش ماتيقيش وخا يكون خاطبك الله ياخد فيه الحق,0,0
12778,هاذ شوه tv والله حتى بهل مرضى كرونة لصقة فدوك لحمق و تصلا ضور ديالهم ولأن إنتقالات إلى جيران,0,0
12779,حوجي على يا طيبة,1,1
12780,اللهم سخر لها عبادك الصالحين و الله ياخد فيه الحق,0,0
12781,hada classic l3b ranked wtfrj,1,0
12782,ياحامل الهاتف الله يجعل امك من اهل الجنة ياما دير ليا ابوني ساعدوني عفاكم ديروليا اشتراك لهذه القناة انا ضايعه ومحتاجاكم تعاونوني,0,0
12783,طراك ماكديرش الملل 20 02 2019,1,0
12784,حرام عليك ياعمرجننتها,1,0
12785,و الله احبك في الله,1,1
12786,فرفرنييييي,1,0
12787,نيتك ناقصة في لفيديو تاني تحية لزوجتك الله يحجبكم,1,0
12788,البنت معدبت مسكينة ضحية ديال مجتمع يييييييخ منو مها خلاص هدشي عيب وعار رآه غادي تحاسبو علينا,0,0
12789,تخيل معايا بلاصت دوك الفلوس لي ديعت ف 2009 على dofus كون شريت شي 10 bitcoin او خليييتو حتى ليوما او ندخل ناخدهم,0,1
12790,ههههههه,1,1
12791,حسيب الله ونعم وكيل فيه,0,1
12792,an9at fiya wala maskina,0,0
12793,حلقة حامضة بمتياز,0,1
12794,اااااوووو شحال كيوووت الله اخليكم ديما ناشطين,1,1
12795,كرومة اند يويو,1,1
12796,narii fax gatlih malk,1,0
12797,مسكين,1,0
12798,الهضرة ديااالو مبنثة ممرجلش السيد عندو انفصام قاليك الغراب قلد مشيت لحمامة وهو ينسا مشيتو,0,0
12799,هههه ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ـهههه,1,1
12800,تحية ليك السي الخراز مني انا لي كنتابعك من المانيا,0,1
12801,3jbni flhdra dyal lbass lbyd 3nd lmra li matlga rajlha,1,0
12802,مسكينة يحسن عوانها موت الأبناء وموت الام اصعب حاجة,0,0
12803,البيغ و وليداتو جزء ثاني,0,1
12804,اودي صراحة خاص الفقهاء ديال هاد البلاد خاصهم يقراو لينا على الماء ويرشوه علينا بشي طيارة يرقيو هاد المجتمع وبالاخص هاد الصقع طاح في غار والله حتا بقا فيا درويش حتا بسسسسسسسال,0,0
12805,البطريق واعرة يا ختي الله يحجبها لوالديها هههه غزالة,1,0
12806,hrebt haqllaah,1,0
12807,allah ykoun 3wanaha mskina,0,0
12808,ههههههههههع,1,1
12809,ععهعففاللي لان بغتنك,1,0
12810,bghite nefham had chouha tv achnou el hadafe twarrina bhale had elachkaaale surtout had chhare elkarime dyal ramadan vraiment est honteux,0,0
12811,فاش تزوج بامل صقر ولا كيبان شارف لعجب الرجل منين كايتزوج بوحدة صغيرة كاتصغرو ولكن منين الراجل كايتزوج بوحدة شارفة كاتشرفو,0,0
12812,ادعموني باشتراك بقناتي بلييييييز,0,0
12813,متفكرناش عافاك بلي غتغبر ورا كورونا,0,0
12814,mskiin b9a fia,1,0
12815,برافو وعرة كليب واغنية,1,1
12816,يا عمري متعيطيش والله والله تحتاجي أي شىء نعاونك انا من الجزائر حسبي الله ونعم الوكيل وين شرفاء المغرب وين وين ساعدوها يا ريت كل الأمهات يكونو كيف امك,0,0
12817,شكون لي غير دخاليه vedio في boîte récépsion جا كيجري الله احفدك اخويا ايمان و بقا تجاوبنا شوية منهم انا شكون بغا ايمن يرد عليه فالتعليقات يله الخوت كلشي يبان,1,0
12818,عندو انفسال فشخصية مسكين ولله,0,0
12819,بحال ديما,1,1
12820,ضرب ابوني نردها ليك,0,0
12821,المرا لخرة في الفيديو فكرتني بنسرين بيما في دزاير,1,0
12822,الله ا لشله ربي يسعدك يا حفضك رني بكيت أ نا من الجزائر نديرك في عيني ربي معاك و يفرج عليك أ مين ن ن ن ن ن ن ن ن,0,1
12823,مفهمتش الاغنية باقا يالاه تلاحت دازت 20 ثانية ولقيت جوج ديزلايك هههه الاغنية اصلا فيها 3 دقايق يعني اللي دار ديزلايك مسمعش حتى للبداية ديال الاغنية في قلوبهم مرض فزادهم الله مرضا اللهم لاشماته المهم مبروك عليكم راكم طووب والاغنية واعره تبارك الله عليكم ماشاء الله,1,0
12824,fkertini la methode et les séries li kan kidir hassan lfad,1,0
12825,الله يرحمها مسكينة ماشي ساهل فراق الاحبة خصوصا الطريقة باش ماتت ياربي يوصل هادشي للسي الحموشي ويعاودو يفتحو القضية,0,0
12826,تحية لك السي الخراز من النرويج كنتسنى فيديواتك كل نهار كتفكرني بأبي رحمة الله عليه نفس الشخصية و خوك فالحرفة كنسمعلك بعيني مسدودين و كنشوف بابا بين عيني الله يطول عمرك,0,1
12827,holla signorita la meilleure partie,1,1
12828,اميرة الاميرات اك,0,1
