tweets,type,class_name
البركة فراسكم الله يرحمها يارب,2,1
مهرجان القصص بالشارقة يختزن كنوز الحكايات,1,0
على سلامتك,2,0
ساعات قليلة تفصلنا عن المبارة,1,0
هكذا مكتوبين و هكذا قريتهم خويا,1,1
عين العقل والصواب,2,0
الفقسة,0,1
ا مالك على السيدة حشومة قرا اشنو كتبت بشوية لم تقلل من شأن المغرب,2,1
أنا أحبك فوق مجمل ظنونك,2,0
ديال هاد جوج حروف للي كتبت لينا,1,1
بارك الله فيك اخي حسن ويحفظك ويحفظ السودان من كل شر ويوفقه لما فيه خير للسودانيين والامة العربية والاسلامية,2,0
لديك عقدة مستعصية الحل مع الدين,0,0
يتكلم عنك الناس في ثلاث حالات عندما لا يملكون ما تملك و عندما يعجزون أن يكونوا مثلك,1,1
صباح الجمال المغربي هذه الرائعة اسأل ألله منزل الأمطار لتروي الارض والقلوب,2,0
كاينة واحد فئة من جماهير ريال العربية قمة الحقد والكراهية ولا يعرفون ان كرة القدم مرة لك ومرة عليك,0,1
الدين أهم ما يتم تعليمه لكنه لم يمنع الفساد وتدني قيمة الاحترام مشكلة العرب أنهم يعتقدون أن الدين أعطاهم كل العلم عرفت شخصا لمدة عشرين عاما ولم يكن يقرأ الا القرآن بقي هو ذاته ولم يتغير لكي نفهم سلوك الانسان العربي العادي علينا أن ننتبه دوما,1,0
يغار من غيره و غيره ما يسوى ثراه,0,0
حتى توصلي لمرحلة اليقين متخفيش,1,1
بنسبة لي لاعب عادي,1,0
المدينة الحمراء الصاخبة بجمالها,2,0
تستحق التامل لماذا نفوسنا ترتاح في رمضان الجواب لانها صرفت في الغاية التي خلقت من اجلها,2,0
قريت اول جملة من التغريدة تهزيت افتكرت كارثة تارخية,0,1
غ يتصلح الحال ان شاء الله غير كوني متفائلة,2,1
أصل الفن تعبير صادق عن الذات فعبر,1,0
إنا لله و إن إليه راجعون الأخ جمال كان إنسان محترم نسأل الله له الرحمة و المغفرة,2,0
أوقات تكون نبرة الصوت نصف الشعور,1,0
قمة السعادة أن تمتلك شخصا يجعلك تغفو مبتسم وتستيقظ مبتسم وما بين الإبتسامتين قلب فرح و راحة لا توصف,2,0
الله يسامح,2,0
في آمان الله,2,0
الله يسعدك في دارين يا اخي كريم,2,0
بغيت بنيتة و نسميها زمردة,1,1
لكن لازم نوقفو لهم ف وجوم و نوقفوهم عند حدهم باش يعرفو باللي حنا هما اصحاب القرار متى ما اردنا ان يقام مهرجان سيقام و متى ما اردنا ان نوقفه سنفعل و بكل جرئة و عزيمة,2,1
تماما,2,0
هذا حالنا للاسف انا همي الجيل اللي جاي خصوصا ابناء منطقتي لا ابخل عليهم بالمساعدة و المشورة و الله كاينين ناس دبا ف لافاك باقين يطلعوني على شي مسائل و يستشرو معي و لله الحمد والتلاميذ اللي مقبلين على الامتحانات ضروري ما يجو يستاشروا,0,1
امين,2,0
قال الامام الفقيه محمد بن صالح العثيمين رحمه الله وأما صيام الست من شوال فلا ينال ثوابها إلا إذا أتم صيام رمضان وذلك لأن الست تابعة لرمضان لقول النبي صلى الله عليه وعلى آله وسلم من صام رمضان ثم أتبعه ستا من شوال فكأنما صام الدهر المرجع لقاء الباب المفتوح,1,0
ربنا لا تؤاخذنا بما فعل السفهاء منا,2,0
اعتراف من نقابة الصحفيين الفاسدة,0,0
الله يحفظك,2,1
لقد كنت أنتظر كل الوقت,1,0
بعض الصمت مشاعر ناطقة شكرا لكلامك الجميل,2,0
حسبي الله ونعم الوكيل همهم غير الفلوس وومسوقينش لبنادم,0,1
عندما يتجسد الوفاء,2,0
جميل جدا,2,0
الانهاك اختي يقدر تنسيك فيه ابتسامة ممن تهتمين لامرهم ابنتك مثلا مجرد رؤيتها سعيدة سيتلاشى كل التعب و الانهاك,2,1
انتم السابقون و نحن اللاحقون,1,0
ما أحوجنا لامثالك في هذا الزمن اخي الفاضل كثر الله امثالكم و بارك في مسعاكم,2,0
حشومة عليك,0,1
كانت اجمل امنيه,2,0
الله يرضي عليك,2,1
اللهم لا تحمل ابي هما ولا تر أمي حزنا,2,0
كل مافي الأمر أني أردت توضيح وجهة رأيي,1,0
مجرد كلام اجوف كفانا خداعا للشعب,0,0
الحج راه ركن من أركان الاسلام لمن استطاع له سبيلا,1,1
لدي مشكلة جهاز بي أن اسبورت,1,0
موسم الحج الجديد,1,0
السلام عليكم ورحمة الله وبركاته محطة القطار طنجة المدينة,1,0
ضلم تحكيمي واضح,0,0
لا اعتقد انها مقصودة,1,0
لهذا وضعوا له خطط لاسقاطه,1,0
جعل الظروف تجود وأحيا بك,2,0
من يحرص على إرضاء الجميع يخسر نفسه,0,0
لا آعلم ماذا يخبئ لي الغد لكني خبآت له التفاءل صباحك جميل,2,0
حرق الكنائس وقتل الناس وتعذيبهم,0,0
الصبر والتقوى أركان الثبات والتوفيق من الله,2,0
نغرد من شدة البرد,1,0
انطلاق الأيام الوطنية للمستهلك في دورة تاسعة,1,0
لو تغيب مايغيب الا الجسد انت في قلبي وغيرك لا احد,2,0
ترحب بيك الجنة,2,1
الله يبارك فيك,2,1
عندي انا الحمد لله,2,1
ياودي غير خلينا ساكتين,0,1
الشفاء العاجل اختي,2,0
داك السيد ولد الناس,2,1
حسبنا الله و نعم الوكيل فيكم,0,0
بعد فضيحة التعاقد مع شركة اسرائيلية مصطفى بكرى يؤلف كتابا عن دور الاخوان فى المهزلة,0,0
خالق الزين ابدعك,2,0
البدايات التي لا ترضي الله نهايتها لا ترضيك,1,0
السعودية لم تختار التصويت للملف الأمريكي بل كان من المفروض عليها التصويت له وهذا هو المؤسف في الأمر السعودية قرارها ليس بين يديها,1,0
للصبح نور ومن عشق نورك حب الصباح بكل حالاته,2,0
حان وقت غلق حسابك على الفيسبوك,1,0
الله يحب احبك الله الذي احببتني فيه ياغاليتي,2,0
ما زرعوه لأطفال سوريا سيحصدونه اطفالهم,1,0
كل واحد حر في قناعاته فعلا يبقى مجرد كلام لكن مفعوله جيد,2,0
شكون بحالك اخويا سعداتك,2,1
ما أشد حيرتي بين ما أريد وما أستطيع,1,0
يا أخي لكل بلد عيوبه لكن عيوب السعودية أخبث و أقبح بكثير من عيوب المغرب,0,0
الله يعمر حياتك خير و نعيم من رب العالمين,2,0
بلا احراج ديال تصاور ولكن انا الصراحة تبدلات حياتي درجة من لدابا ان شاء الله الي جاي احسن و احسن لينا جميعا,2,1
تصبحون على خير,2,0
سررت بلقائك أخي وصديقي الفنان حديفة شكرا على حسن الضيافة تطوان سيتي,2,1
مبروك للشعب اليمني الله لا يرجعهم,2,0
الله يخلف عليك,2,1
عيونه فيها أمان وبسمته مختصر عافيتي,2,0
لن تحقق النهضة أهدافها بصفقات مع المجرمين,0,0
عاد انتبهت لهاد الحساب غيرت الشكل حتى حسبتك غائبة على العموم اعذريهم لعلهم لم تصلهم فكرتك بوضوح,1,1
حافض على لابتسامة ديالك ديما,2,1
أنت تزهرين كل مكان تمرين به أنت جميلة جدا,2,0
هي جارتك احتراما لاختك,2,1
ويحميك يا آغلى انسان,2,0
يخليلي انا فرتوتي الغالية,2,1
عيد ميلاد سعيد كل عام وأنت بألف خير الله يشافيك ويعافيك يارب توحشناك,2,1
لا تحزن على من تغير عليك فجأة فقد يكون اعتزل التمثيل وعاد إلى شخصيته الحقيقية,1,0
أحسن تقرير شفتوا على الأزمة التركية,2,1
آمين,2,0
برافو الاصدقاء و الصديقات بفرع تمارة لجمعية باطلاق الاذاعة الجمعوية بمدينة تمارة هنيئا لنا بهذا المولود الجديد و كل التوفيق في رسالتكم الإعلامية,2,1
لن تكون هناك مفاجئات و لا اي شيء آخر البطل سيكون البرازيل,1,0
أمم إفريقيا تحجز مكانها في النهائيات,1,0
درب النقى دربي ولا ادل غيره,2,0
الحمد لله يدي تستجيب للعلاج بسرعة اشكرك يارب,2,0
الحمدلله على سلامتها,2,0
البرائة,2,0
شامخ في مشيتك مثل الخيول راقي وكأن السحاب تشيلك واثق ماهمك قول حاسد أو عذول يتعبووون يلقووون شي يعيبك,2,0
بالصحة,2,0
عوجيين ولكن زوينين,2,1
كل الحكام طاغوت ويجوز الخروج عليهم,0,0
من شروط النصيحه شف نفسك اول,1,0
انها رقم بطاقتي يا اخ,1,0
ومازلت انتظر ان يهديني القدر هدية كهذه,2,0
الله على جمال المنظر الله على اكادير,2,0
انقلاب فاشل في فينزويلا رئيس البرلمان ينصب نفسه رئيسا الجيش يرفض الانقلاب أمريكا وكولومبيا والبرازيل تعترف بالمنقلب رئيسا والاتحاد الأوروبي يدعو للتهدئة ولانتخابات حرة هذا الغرب الامبريالي وضيع جدا,0,0
وييه عييت معاه ووالو مسكين,1,1
بدون اذن مسبق,1,0
معظم الأدوية تتسبب في أضرار جانبية,0,0
أمسية أكثر من رائعه مع أحد الأصدقاء,2,0
أشوف العالم من طرف عين و أشوفك انت عالمي كله,2,0
نعم أنا شنو اللي خلاك متأكد,1,1
غش في غش إلى أين بهذه البلاد البئيسة,0,0
كلامك روعة,2,0
تصبح علي خير يا اخي عبد الله ليلة سعيدة واحلام جميلة,2,0
لقد ضربني البرد,1,0
ما يغلاوش عليك حنونة,2,1
من يعرف كتاب كيف,1,0
صباح الخير,2,0
لا أعرف متى سألتقي بك وجها لوجه لكني أعرف أني ألتقي بك كل يوم في قلبي,2,0
لا أعلم مصدر الضوء في منزلنا أعتقد أنه قلب أمي,2,0
دعني افكر,1,0
الله يبارك فيك,2,1
ياك خليت بلاصتي بعدا,1,1
الله يكثر خيرهم,2,1
اللهم أمين الله يرحموا ويوسع,2,1
صورتها وهي صغيرة,1,0
ماكيناش مع الاسف,0,1
مدرب كبير,2,0
امين,2,0
الله يرحمها ويغفر لها ويصبر ذويها,2,0
أربع سنوات سجن لكل من يسيئ للرئيس نعم إنها بلاد الدكتاتور تركيا,0,0
فيك ابتسامات الصباح,2,0
للناس في الحب مذاهب اللهم زد و بارك,2,1
انباء عن انقلاب قطار طريق بوقنادل سلا ووجود موتى,1,0
الله يملي قلبك فرح كثر الغيوم اللي ملت الدنيا مطر,2,0
مصيره مزبلة التاريخ,0,0
بلاد كحلة,0,1
باحث مغربي هذه حقيقة وصول الرحالة ابن بطوطة إلى الصين,1,0
سأعتبر المباركة تمت و ادعو الله لك السعادة,2,0
و الله ما اعرف قصده لكن الاحترام واجب علي و عليه للمقدسات,2,0
لي كتبغيه لراسك بغيه لغيرك,2,1
مايكون عندك باس,2,1
عندما يتكلم المال يسكت الصدق,0,0
أي إستثمارات لم نرى شيئا أغلبية الإستثمارات أوروبية,1,1
الشاب رزقي أحمد الله أنني ابتعدت عن الغناء وعلى الإنسان أن يستغل موهبته في الخير وفي ما يرضي الله,1,0
عش لنفسك عش لشغفك عش لهدفك قاتل و كافح من اجل نفسك و من اجل احلامك الى متى سوف تبقى قلق كيف يفكر الناس فيك,2,0
أشخاصنا اللطفاء لم تعد تصرفاتهم لطيفة للأسف,0,0
الله ياخد الحق,2,1
علامة الرضى,2,0
فتبارك الله أحسن الخالقين,2,0
و يومك اسعد عفاف,2,0
ياأخي احزنني كلامك للأسف,0,0
الإحتمال الرابع هو أنني عاشق لليفربول حتى النخاع و أيضا الثاني,2,0
تماما بعض المرات كثرة الهرج و المرج لا تفيد,0,1
و يحدث أن يرسل الله لنا شخصا يزهر ما أذبلته الأيام في قلوبنا,2,0
اللهم خفف عن كل مريض ألمه وإشفي مرضانا ومرضى المسلمين أجمعين,2,0
ما معنى تسلسل القيادة,1,0
اللهم ارحم موتانا وموتى المسلمين وتجاوز عنهم ونور قبورهم واجعل مسكنهم الجنة واجعلهم من أصحاب اليمين يارحمن يارحيم,2,0
إبتكار مغاربي,2,0
لماذا تعد العضلات مهمة,1,0
بلا مجاملة و الله و لكن راه وصلنا لمرحلة اننا عزيز علينا نشوفو بنات بلادنا يتعرضو للفضائح و الاغتصابات وووو ولينا نتلذذو بالفضيحة على حساب بنات مجتمعنا خاصنا نحيو شوي الغيرة ف شبابنا,0,1
اللهم بارك وزد في ذلك,2,0
تجديد النية مهم,1,0
يا من جعلت الجنة تحت أقدامها بارك لنا في أمهاتنا و ارحمهن في الدنيا قبل الآخرة,2,0
ترد الروح شوفتك لو هي دقايق,2,0
جهنم وبأس المصير,0,0
اتعب على النادر وخل العادي للعادي,1,0
على أرصفة الأمل أنتظر موعدا مع السعادة طال الموعد ولا زلت أنتضر,2,0
كانو اساتذة زوينين واخا هكاك و كانو يحرصو على المصلحة د التلميذ,2,1
تماما,2,0
يسلم عليك الخير والربح,2,1
المرجو النشر لاصحاب القلوب الرحيمة,2,0
فينا دعوة الخير صراحة,2,1
اودي غير الصبر حتى انا واحد المرة كاع دوروني واحد سبيطار كامل كل واحد يسيفطني لبلاصة و لي سولتو فين جا بنك الدم يقوليا مالك ا ختي شايط عليك الدم عطيه ليا لشايط عليك هادو خدامين ف سبيطار يا حسرة خليها عالله و صافي,0,1
لا خير يرجى منهم الا من رحم ربي,0,0
جمهور الوداد ياسلام,2,0
الله يحفظك ماعنديش فكرة والله اعلم عموما شكرا بزاف جواد,2,1
آلله ينصره على اعداؤه فينما كانو,2,1
وعجلت إليك رب لترضى لم يقل لتعطيني الراحة ولا المال ولا تفريج الكربة ولا رفع البلاء هكذا فقط لترضى اجعل شعارك في رمضان وفي غيره وعجلت إليك ربي لترضى سبحان الله وبحمده سبحان الله العظيم,2,0
لحسد ومايدير زريعة لقنب,0,1
قريبا ان شاء الله,2,0
الله يبارك و يجزيك بخير,2,0
في جميع الاحوال انا لم ارفع سيفي في وجه احد مسالمة اعيش بينهم كما البعض منهم يعيش في بلدي بسلام اطيب المنى اخي الكريم,2,0
و ما المانع,1,0
اللهم اسعدني بقدر ما تألمت وأرحني بقدر ما تعبت اللهم لا تحرمني وانا أدعوك ولا تخيبني وأنا ارجوك,1,0
نتا تعرف كثر طبعا,2,1
نسأل الله العافية قال العلامة ابن عثيمين رحمہ الله تعال القلب وعاء إذا امتلأ بشيء لم يبق للشيء الآخر محل فإذا امتلأ بحب الدنيا انشغل عن حب الله عز وجل ورسوله صلى الله عليه وسلم وصار الإنسان ليس له هم إلا الكسب فتح ذي الجلال والإكرام,2,0
تحية للي كان فالبال و مازال,2,1
الطموح هو ما تخليش فرحتك باللي حققتي اليوم تنسيك في واجباتك ديال غدا إن شاء الله,2,1
كن كما أنت وليتقبلك من يتقبلك,2,0
بالتوفيق ان شاء الله,2,0
كلنا في انتضار الاميرة,1,0
الله يخليها ليك,2,1
خاب ظنكم,0,0
الله يعطيكم ماكتمناو جميعا,2,1
احب نفسك و اهلك و دينك و بلدك و لا تهتم بمن يكرهك,2,0
هنالك ما سيفرحك يوما ما تفائل و ثق بربك,2,0
العفو اخونا الفاضل,2,0
جمعة مباركة,2,0
للأسف الواقع المر,0,0
كورة ساهلة,2,1
عن أبي هريرة رضي الله عنه قال قال رسول الله صلى الله عليه وسلم لأن أقول سبحان الله والحمد لله ولا إله إلا الله والله أكبر أحب إلي مما طلعت عليه الشمس رواه مسلم كتاب الأذكار للنووي رضي الله عنه,1,0
مساء السعادة يا اخي غريب اعتدر كم اسوي رتويت ولا يصل حتى تغردت لك لل تصل اتمنى هده ان تصل نت ضعيف,2,0
والله كلامك صحيح لازال المنتخبون يسيرونها بعقلية التسعينيات,2,0
دائما المغرب تيقصف ولاد فرنسا,0,1
اليوم الثاني من مهرجان مراكش السينمائي,1,0
حياك الله و حيا اصلك و حفظ بلدك,2,0
ترقبوا أول مقابلة إعلامية لي لكن مع أي قناة يا ترى,1,0
لا اظن ان الجزء الاول موجود على الشكل الالكتروني,1,0
بعتث معاك نسيت ديما تنبغي نبلغك ليك سلام ايوب,1,1
عندك الحق,2,1
السلام عليكم ورحمة الله اللهم ياعالم السر والنجوى ياكاشف الضر والبلوى نسألك أن تفتح لنا أبواب الخير والتيسير وتسد عنا أبواب الشر والتعسير اللهم تسلمنا إلى عدو يؤذينا و إلى شيطان يردينا ويخزينا وأرزقنا اللهم رزقا حلالا يغنينا وأبعد عنا شر ما يؤلمنا ويؤذينا,1,0
هاكا خلقنا الله,2,1
مرحبا,2,0
لا حياة لمن تنادي,0,0
بارك الله فيك,2,0
صباح النور والسرور,2,0
واش كاين شي إنتخابات و انا ما في راسيش ولا شنوا,1,1
قصدك اخر ما توصل اليه العقل البشري من تفاهات,0,0
هذه سنة الحياة أخويا ماعليك غير الصبر,2,0
لالا راني متاكدة ماراهاش تخرج عندي حبي,2,1
امين شكرا,2,0
بلادي يازين البلدان,2,1
يارب ويحفظكم,2,0
كنحييك الله يوفقك ويسهل عليك,2,1
تجرح اللي يحبك والله أنه قهر,0,0
ثم إن عينيك تقول الحب يبقى شابا حينما يشيب كل شيء,2,0
مبروك ا بالتوفيق إنشاء الله يا فنان,2,0
كاع فرص الشغل لي جاتني مامشيتش ليها حيت جاتني بعيدة شوية ومنقدرش نخرج من دار فالظلام باش يلاه نشد جوج طوبيسات ونوصل فلوقت,1,1
الله يفرحهم,2,0
ليتك سماء وأطالعك كل ما أشتقت,2,0
يظنون أن الضوء أسرع ما في الكون أو لا تعلمون أن الدعاء يجتاز المسافة الموجودة بين الأرض والسماء في ثانية,2,0
الحبيب,2,0
سيفاجأك الله بشئ جميل لم يكن بالحسبانمعجزه تسعدك للأبد تعويض عن إنطفاء قلبك كل هذه المدة صبرآ,2,0
مع الإصرار والعزيمة والتخطيط السليم والمحاولة تلو الأخرى ستنجح بكل تأكيد بالتوفيق ياقوي,2,0
صباحك مبروك,2,0
أختي واخا وجهي قاصح كنحشم,2,1
رأي الأخرين عنك لا يهمك يا صديقي الأهم هو رأيك عن نفسك ركز على نفسك وتطور,2,0
إعلامنا العربي إعلام التفاهة للأسف,0,0
الله يحفظك,2,1
تقبل الله منا ومنكم عيدكم مبارك سعيد وكل عام وانتم بألف خير نتوما العيد عندكم الاربعاء معانا,2,0
ربي يخليك,2,0
بلعكس زوينين,2,1
لا قيمة لحرفي بدونكم أنتم من تزيدونه جمالا تحية لك أخي,2,0
اتنمى لكي حياة اسعد حبوبة شكرا لمتمنياتك الطيبة ك طيبة روحك النقية اسعدتيني و نورتيني غاليتي,2,1
أخر جمعة في ذي القعده ها نحن نستقبل العشر المباركات يارب ارفع عنا ما أهمنا وما أغمنا وأنصرنا على من ظلمنا وارفع اعمالنا ونوايانا الصادقة واشف مرضانا ومرضى المسلمين وارحم موتانا وموتى المسلمين وبلغنا عرفة وارزقنا فيها أفضل الأعمال وأحسن الدعاء واجعلنا من المقبولين,2,0
موقف يحترم,2,0
الله يستر عاقبتنا خير خويا,2,0
الحب ينتزع ولا يعطى,1,0
عيش حياتك,1,1
انا كنشجع الكرة معنديش مشكلة مع اي فريق وان يكن من مدغشقر يلعب كرة ممكن اتفرج فيه ولي كيقولو برشلونة مدريد الخ لا يعرفون كرة القدم,1,1
الله يحفظك و يعطيك الصحة,2,1
حسرة وألم شديد على خسارة بوكا,0,0
الحمد لله الذي لا يحمد على مكروه سواه,2,0
غير حيث كنتفائلو به بلا سوء النية الله يجازيكم,2,1
أنا شخص سيء الحظ وأنت أسوأ مني على ما أعتقد,0,0
لديك عقدة مستعصية الحل مع الدين,0,0
حتى انت الله يذكرو بخير,2,1
الله يبارك فيك,2,1
بدلتي لحساب ولا كيفاش,1,1
صحيح هذا ما تحدث عنه تقرير منظمة الصحة العالمية,2,0
من قال هذا الكلام,1,0
شكرا لكرمك هدا من لطفك و انت بالف خير,2,0
الاتحاد الآسيوي ينهي احتكار بي إن سبورت,1,0
للأسف شبابنا تائه وسط الملاهي مع غياب رقابة الوالدين,0,0
شكرا شكرا بقا تعطيني بحال هاد النصائح القيمة راني في حاجة اليها,2,1
هيبه حضورك خلات الكل يبغيك,2,1
انت خويا خويا بوگوص سمعو الأغنية كاملة كنتمنى تعجبكم,2,1
مبارك عليكم الشهر,2,0
لقد ضربني البرد و الحمد لله,2,1
بعد الله سبحانه حيا الله اصلك و معدنك خويا ماعنديش شك في شهامتك ربي يحفظك,2,1
مبروك لقطر لعقبه لكاس,2,1
تافهين,0,0
كم كان قاسيا أن أنتظرك والأقسى من ذلك إفراطك بالغياب,0,0
كل منا له فقيد علمه معنى الرحيل,0,0
برافو تصدرنا ب اكثر من الف تغريدة جيش سهلاوي القوي يعطيكم الصحة,2,1
حين تأتي كلمة أحبك من قلب أحببته بعمق حد الادمان هنا سلاما علي أي وجع هنا سلاما علي من حلم بك أو بي,2,0
بزاف,2,1
التفسير الوحيد انتم و العرب ملة واحدة و لا ايمان لكم و لا ضمير,0,0
التعدد حلال,1,0
سلام وجوه الخير صراحة هادشي زوين أول مرة كنحضر ليه يا سلام,2,1
أنفلوانزا الخنازير مسؤول عليها وزير الصحة والحكومة والدولة ياك والحمى القلاعية واش نقدرو نقولو أن هو اللي مسؤول عليها,1,1
راه غا كايعلمهم أهم درس فالحياة,1,1
و انتي تشبهين الشمس تنيرين الكون بضياءك,2,0
اذا تمكن منك السحر اصبح الامر صعبا هو الان بحاجة لمن يرقيه و يتابع معه حالته لعله يكن سببا في شفاءه,1,0
اميين,1,0
امين ميكون باس عندك انا الحمد الله فلت,2,1
اللهم آمين يارب العالمين,1,0
أكيد كانت جد رائعة و كأنها عندها خبرة سنين برافو عليها تجربة جديدة عليها و نجحت فيها بامتياز,2,1
الا ياليل غيابه طالت ايامه علينا,0,0
مافيها باس مافيها باس,2,1
حشمتيني و الله,1,1
هل يموت الدين في مختلف أنحاء العالم,1,0
يا رب لي و لكي و لكل من يحبهم قلبكي غاليتي,2,0
اشياء أخرى,1,0
ارهاب امريكا هو ابشع ارهاب شهده العالم في بهذا القرنين,0,0
وهذا لا يسمى مجتمع مدني ولا يستحق ان يسمى مجتمع مدني المشكل هو غياب ثقافة العمل الجمعوي والمجتمع المدني,0,0
قال عمر بن عبد العزيز أدركنا السلف وهم لا يرون العبادة في الصوم ولا في الصلاة ولكن في الكف عن أعراض الناس فقائم الليل وصائم النهار إن لم يحفظ لسانه أفلس يوم القيامة قال سفيان الثوري هذا زمان السكوت ولزوم البيوت والرضا بالقوت إلى أن تموت,1,0
ستظل تنتظر الصدف,1,0
صباح السعادة الممتدة من دواخلنا صباح الإبتهاج,2,0
امين الله يحفظك,2,1
حمعتكم طيبة لا تنسو قراءة سورة الكهف,2,0
راه يرشحوهم للفوز باللقب و لكن عندهم البرازيل فالدور القادم تما يبينو لينا حنة اديهم,1,1
تضحك الدنيا بعيني لو رضيت واقبل اعذارك واسامح لو خطيت,2,0
ترقبوا حلقة جديدة من برنامج هذا المساء ابتداء من الساعة على قناتكم ميدي تيفي,1,0
غير غير بشوية عليك لا زربة على صلاح,2,1
المحبة من الله وانتي اقرب مثال,2,0
مقارنة بين قدرات الشباب على التذكر,1,0
و الله نفهم انا حتى نفهمك,1,1
كما تدين تدان خبىء هذه العبارة على رفوف غفلتك للآيام القادمة وسيخبرك الزمن عنها حتمآ,1,0
الحمد لله انتبه لنفسك انت لان القلم سيتعب من كتابة سيئاتك,2,1
أي شيء يجعلك تبتسم أحتفظ به سرا,2,0
ياروحي انا انتي الفخر كلو و سبب السعادة والفرح ربي مايحرمني منك,2,1
اللهم إنا نسألك عيشة نقية,2,0
ليس باستطاعتك أن تأخذ مالك معك لكن باستطاعتك أن تجعله يستقبلك أروع وصف للصدقة,2,0
نفس الشيء لن يتغير شيء أبدا,1,0
وان وصفتك بالقليل المختصر أنت اجمل شي في الدنيا احبه,2,0
اعتقد أنك بحاجة ماسة لزيارة أقرب طبيب نفساني انت حالة نفسية مرضية,0,0
عاود اللقطة و شوف,1,1
خلق مشاكل كبيرة لبرشلونة,0,0
جميل,2,0
الحمد لله لم نخن الوطن لأجل المال و لو أردنا المال لبقينا بالوطن و عشنا ملوك من أجل الديموقراطية ثم الديموقراطية أما الحرية فهي موجودة بالوطن,2,0
صلوات ربي و سلامه عليه,1,0
عيد ميلاد سعيد,2,0
الذكريات التي لا تموت تميت,0,0
وبي يخليك شكرا,2,1
اتحاد طنجة يتغلب بميدانه,1,0
أن تحسن لمن أحسن إليك الكل يستطيع ذلك لكن أن تحسن لمن أساء إليك فذلك لا يستطيع فعله إلا العظماء,2,0
ما مرني ليل مامريت في بالي,2,0
اللهم امين,2,0
فطومتي الغالية راني ضاحكة و صافي,2,1
وما الحب الا ان تخاف الله في من تحب,2,0
هناك ألف أبتسامه بعد ألتفكير بك,2,0
هانية حنا هنا باش نشجعوا المواهب الكوميدية الجديدة,1,1
يا أخي لكل بلد عيوبه لكن عيوب السعودية أخبث و أقبح بكثير من عيوب المغرب,0,0
وتخرجه من فمها وتضعه في فتحات الخلية وليس من امعائها سبحان الذي اعطى كل شيء خلقه ثم هدى سبحان من أبلغنا بأن للنحل بطون وليس بطن واحد أفلا يتدبرون القرأن أم على قلوب أقفالها سبحان الله وبحمده سبحان الله العظيم,1,0
صحيح يقدر تغير نتيجة في لماتش ولكن هاذ شي مكيمنعش اننا نتفائلو ونفرحو بصدارة وليس البطولة حيت مزال عليها لحال,2,1
التحفة,2,0
حماقة أخرى من حماقات إبن سلمان,0,0
رحم الله شهداء حادثة السير بطنجة ورزق أهلهم ومعارفهم الصبر,2,0
حكيمة ومبدعة وقلمك رائع ربي يحفظك,2,0
كل شيء ممكن بالدنيا وكل شيء على ربنا هين,2,0
ربي يخليك ا ختي نورك هاداك و عيد ميلاد سعيد الله يداوم المحبة,2,1
الانبطاح اصبح مبدئهم,0,0
مول النية يربح بركة عليك هذا اوصافي,2,1
فاس العتيقة,1,0
الله يكبر بيك,2,1
العين الاماراتي ثاني فريق عربي يتاهل لنهائي كاس العللم للاندية بعد الرجاء البيضاوي مبروك,2,1
لا يلزمك أن تأخذ بقول قرأته لناقد أو باحث به واحتفظ بقولك واختيارك فلم يخلقك الله لتكون عبدا لأقوال غيرك,1,0
لا شيء يرحل تماما دائما هناك أثر,1,0
لا حبيبي انا اللي راح اعلمك,2,1
الك يوم يا ظالم,0,0
شكرا ربي يخليك,2,0
قلب الأم باختصار الله يسمح لينا من الوالدين,2,0
الله يسقم سعدك,0,0
و الباقي تفاهات,0,0
انا لله وانا اليه راجعون,2,0
معك حق كل واحد الله يسهل عليه واحنا معنا الله,2,0
بصحة و الراحة ياعقيد,2,1
صاحبك لي بصح صاحبك كيبغيك فوجهك و حتى فظهرك,2,1
عيد ميلاد سعيد زين,2,1
نحن في زمن يهان فيه المرء ويكرم فيه الكلب,0,0
وفي بسمتك تجتمع تفاصيل الجمال,2,0
الله يعزك و يديمك,2,0
ذمتي متألقة يا استاذة,2,0
شكون گالها لك,1,1
للوالدين لا بد أن توقظوا حس النكبة في أنفسكم متى ما تيقظ هذا الحس تنبهتم لخطورة الزمن جالسوا أفلاذ الأكباد تعرفوا على أفكارهم ناقشوهم برودكم تجام وتجاهلكم لهم وإهمالكم لهم سيورثكم ما ستندمون عليه طيلة عمركم وتذكروا دائما جسامة المسؤولية التاريخية,0,0
اللهم نور القبور المظلمة واشفي الأجساد المتعبة,2,0
ليس على الكل للاسف هناك من تقاعده لايكفي حتى لثمن زيارة طبية واحدة,0,0
بصحتك غرت,2,1
يعني الله سبحانه وتعالى هو اللي غ يجازي الصائم بالاجر اللي يستحق عكس الاعمال الاخرى التي تجازى بالحسنة و ما إلى ذلك,2,0
التواضع مع غير أهله مذلة,0,0
صدمة ممن كنا نعتقد أنهم بصدق أصدقاء,0,0
لم اقصدك اخي كلامك صحيح و انا وضحت اكثر,2,0
ربي يحفظك اخي كلامك شرف كبير لي وكل يرى الناس بعين طبعه والطيب من اصلك,2,0
الله ينعل كرواتيا و ابو كرواتيا أصبحت أكره هذا البلد حكومة و شعبا,0,0
كل مافي الأمر أني أعشقك,2,0
امين يارب العالمين غاليتي,2,0
الإكتفاء بشخص واحد لذة,2,0
